ID,Name,Price,Quantity,Category,Supplier_ID
432,product_name_432,55.03,2,"Food, Grocery",supplier_216@gmail.com
433,product_name_433,95.54,8,Smart Home,supplier_216@gmail.com
434,product_name_434,30.48,8,Pet Supplies,supplier_217@gmail.com
435,product_name_435,85.03,8,Smart Home,supplier_217@gmail.com
436,product_name_436,74.86,4,Sports,supplier_218@gmail.com
437,product_name_437,22.76,4,"Beauty, Health",supplier_218@gmail.com
438,product_name_438,30.84,4,Automotive,supplier_219@gmail.com
439,product_name_439,22.51,3,Books,supplier_219@gmail.com
440,product_name_440,35.12,2,"Toy, Kids",supplier_220@gmail.com
441,product_name_441,19.04,5,Sports,supplier_220@gmail.com
442,product_name_442,71.66,3,Fashion,supplier_221@gmail.com
443,product_name_443,47.11,4,Electronics,supplier_221@gmail.com
444,product_name_444,12.09,2,Fashion,supplier_222@gmail.com
445,product_name_445,34.59,3,Computers,supplier_222@gmail.com
446,product_name_446,66.12,4,"Toy, Kids",supplier_223@gmail.com
447,product_name_447,11.13,1,Automotive,supplier_223@gmail.com
448,product_name_448,11.28,3,Pet Supplies,supplier_224@gmail.com
449,product_name_449,41.03,5,"Toy, Kids",supplier_224@gmail.com
450,product_name_450,44.82,5,Outdoors,supplier_225@gmail.com
451,product_name_451,73.96,8,Electronics,supplier_225@gmail.com
452,product_name_452,85.04,7,Fashion,supplier_226@gmail.com
453,product_name_453,19.3,7,Electronics,supplier_226@gmail.com
454,product_name_454,79.41,6,"Beauty, Health",supplier_227@gmail.com
455,product_name_455,73.74,5,"Food, Grocery",supplier_227@gmail.com
456,product_name_456,35.23,7,"Toy, Kids",supplier_228@gmail.com
457,product_name_457,47.56,7,Outdoors,supplier_228@gmail.com
458,product_name_458,64.64,8,Smart Home,supplier_229@gmail.com
459,product_name_459,43.08,8,Pet Supplies,supplier_229@gmail.com
460,product_name_460,41.7,3,Computers,supplier_230@gmail.com
461,product_name_461,11.92,5,Sports,supplier_230@gmail.com
462,product_name_462,13.77,8,"Home, Garden",supplier_231@gmail.com
463,product_name_463,22.75,6,"Toy, Kids",supplier_231@gmail.com
464,product_name_464,97.58,5,Fashion,supplier_232@gmail.com
465,product_name_465,86.79,4,"Toy, Kids",supplier_232@gmail.com
466,product_name_466,74.06,5,Outdoors,supplier_233@gmail.com
467,product_name_467,94.38,1,Computers,supplier_233@gmail.com
468,product_name_468,41.32,1,Automotive,supplier_234@gmail.com
469,product_name_469,58.66,6,"Beauty, Health",supplier_234@gmail.com
470,product_name_470,68.56,1,Entertainments,supplier_235@gmail.com
471,product_name_471,58.51,8,Computers,supplier_235@gmail.com
472,product_name_472,14.09,8,Books,supplier_236@gmail.com
473,product_name_473,85.0,5,Sports,supplier_236@gmail.com
474,product_name_474,62.54,6,Electronics,supplier_237@gmail.com
475,product_name_475,83.76,5,Electronics,supplier_237@gmail.com
476,product_name_476,24.38,9,Books,supplier_238@gmail.com
477,product_name_477,78.5,1,Electronics,supplier_238@gmail.com
478,product_name_478,30.4,7,Automotive,supplier_239@gmail.com
479,product_name_479,70.49,8,Pet Supplies,supplier_239@gmail.com
480,product_name_480,17.36,3,Sports,supplier_240@gmail.com
481,product_name_481,57.54,4,"Food, Grocery",supplier_240@gmail.com
482,product_name_482,21.18,8,Sports,supplier_241@gmail.com
483,product_name_483,10.35,8,Books,supplier_241@gmail.com
484,product_name_484,61.33,8,Smart Home,supplier_242@gmail.com
485,product_name_485,16.03,7,Computers,supplier_242@gmail.com
486,product_name_486,13.67,4,Electronics,supplier_243@gmail.com
487,product_name_487,40.66,6,Automotive,supplier_243@gmail.com
488,product_name_488,25.99,4,Fashion,supplier_244@gmail.com
489,product_name_489,25.76,9,"Food, Grocery",supplier_244@gmail.com
490,product_name_490,46.68,4,Fashion,supplier_245@gmail.com
491,product_name_491,73.49,1,Sports,supplier_245@gmail.com
492,product_name_492,58.45,2,Pet Supplies,supplier_246@gmail.com
493,product_name_493,21.91,4,Entertainments,supplier_246@gmail.com
494,product_name_494,70.9,6,Sports,supplier_247@gmail.com
495,product_name_495,66.81,7,Electronics,supplier_247@gmail.com
496,product_name_496,36.92,3,Pet Supplies,supplier_248@gmail.com
497,product_name_497,76.8,9,Outdoors,supplier_248@gmail.com
498,product_name_498,21.08,8,"Beauty, Health",supplier_249@gmail.com
499,product_name_499,13.78,2,Automotive,supplier_249@gmail.com
500,product_name_500,11.31,7,Outdoors,supplier_250@gmail.com
501,product_name_501,13.46,9,Fashion,supplier_250@gmail.com
502,product_name_502,90.05,7,Entertainments,supplier_251@gmail.com
503,product_name_503,17.76,8,Books,supplier_251@gmail.com
504,product_name_504,33.9,1,Outdoors,supplier_252@gmail.com
505,product_name_505,64.07,3,Fashion,supplier_252@gmail.com
506,product_name_506,26.86,8,Electronics,supplier_253@gmail.com
507,product_name_507,46.36,6,Outdoors,supplier_253@gmail.com
508,product_name_508,89.84,7,Sports,supplier_254@gmail.com
509,product_name_509,55.41,9,Fashion,supplier_254@gmail.com
510,product_name_510,35.67,5,Outdoors,supplier_255@gmail.com
511,product_name_511,10.34,5,Smart Home,supplier_255@gmail.com
512,product_name_512,82.15,7,Automotive,supplier_256@gmail.com
513,product_name_513,74.88,9,Pet Supplies,supplier_256@gmail.com
514,product_name_514,27.01,6,"Home, Garden",supplier_257@gmail.com
515,product_name_515,35.4,1,"Beauty, Health",supplier_257@gmail.com
516,product_name_516,70.88,4,Fashion,supplier_258@gmail.com
517,product_name_517,92.03,4,Pet Supplies,supplier_258@gmail.com
518,product_name_518,93.5,7,Computers,supplier_259@gmail.com
519,product_name_519,58.19,5,Books,supplier_259@gmail.com
520,product_name_520,34.64,6,Computers,supplier_260@gmail.com
521,product_name_521,32.2,5,Computers,supplier_260@gmail.com
522,product_name_522,86.13,7,"Home, Garden",supplier_261@gmail.com
523,product_name_523,68.03,1,Smart Home,supplier_261@gmail.com
524,product_name_524,65.8,2,Automotive,supplier_262@gmail.com
525,product_name_525,39.72,2,Sports,supplier_262@gmail.com
526,product_name_526,34.78,1,"Toy, Kids",supplier_263@gmail.com
527,product_name_527,57.7,5,"Toy, Kids",supplier_263@gmail.com
528,product_name_528,50.0,7,Pet Supplies,supplier_264@gmail.com
529,product_name_529,15.07,4,Electronics,supplier_264@gmail.com
530,product_name_530,73.42,9,"Beauty, Health",supplier_265@gmail.com
531,product_name_531,99.99,3,Fashion,supplier_265@gmail.com
532,product_name_532,57.41,5,Books,supplier_266@gmail.com
533,product_name_533,78.6,8,Pet Supplies,supplier_266@gmail.com
534,product_name_534,25.61,1,Books,supplier_267@gmail.com
535,product_name_535,70.06,4,Electronics,supplier_267@gmail.com
536,product_name_536,30.44,6,Smart Home,supplier_268@gmail.com
537,product_name_537,38.78,3,Outdoors,supplier_268@gmail.com
538,product_name_538,38.13,6,"Beauty, Health",supplier_269@gmail.com
539,product_name_539,59.25,9,Books,supplier_269@gmail.com
540,product_name_540,87.62,8,"Food, Grocery",supplier_270@gmail.com
541,product_name_541,20.78,4,Computers,supplier_270@gmail.com
542,product_name_542,17.89,4,Sports,supplier_271@gmail.com
543,product_name_543,13.62,7,Pet Supplies,supplier_271@gmail.com
544,product_name_544,62.34,3,Entertainments,supplier_272@gmail.com
545,product_name_545,82.14,5,"Food, Grocery",supplier_272@gmail.com
546,product_name_546,55.59,3,Sports,supplier_273@gmail.com
547,product_name_547,52.76,4,Pet Supplies,supplier_273@gmail.com
548,product_name_548,80.52,8,"Toy, Kids",supplier_274@gmail.com
549,product_name_549,54.5,8,"Beauty, Health",supplier_274@gmail.com
550,product_name_550,42.58,4,Books,supplier_275@gmail.com
551,product_name_551,24.31,9,Pet Supplies,supplier_275@gmail.com
552,product_name_552,99.67,4,Smart Home,supplier_276@gmail.com
553,product_name_553,65.76,4,Entertainments,supplier_276@gmail.com
554,product_name_554,34.32,8,Computers,supplier_277@gmail.com
555,product_name_555,25.88,7,Entertainments,supplier_277@gmail.com
556,product_name_556,58.53,2,Entertainments,supplier_278@gmail.com
557,product_name_557,58.02,8,Fashion,supplier_278@gmail.com
558,product_name_558,48.55,5,"Beauty, Health",supplier_279@gmail.com
559,product_name_559,33.1,7,Electronics,supplier_279@gmail.com
560,product_name_560,33.7,9,"Beauty, Health",supplier_280@gmail.com
561,product_name_561,40.33,5,"Food, Grocery",supplier_280@gmail.com
562,product_name_562,16.79,9,Automotive,supplier_281@gmail.com
563,product_name_563,24.77,4,Sports,supplier_281@gmail.com
564,product_name_564,70.98,1,Fashion,supplier_282@gmail.com
565,product_name_565,38.15,2,"Beauty, Health",supplier_282@gmail.com
566,product_name_566,46.92,7,"Beauty, Health",supplier_283@gmail.com
567,product_name_567,77.06,8,Outdoors,supplier_283@gmail.com
568,product_name_568,67.88,8,"Food, Grocery",supplier_284@gmail.com
569,product_name_569,76.51,5,"Home, Garden",supplier_284@gmail.com
570,product_name_570,75.36,9,Electronics,supplier_285@gmail.com
571,product_name_571,22.68,2,"Home, Garden",supplier_285@gmail.com
572,product_name_572,37.81,6,Outdoors,supplier_286@gmail.com
573,product_name_573,91.21,3,Books,supplier_286@gmail.com
574,product_name_574,14.79,4,Outdoors,supplier_287@gmail.com
575,product_name_575,18.83,3,Books,supplier_287@gmail.com
576,product_name_576,76.1,1,Entertainments,supplier_288@gmail.com
577,product_name_577,88.03,7,Smart Home,supplier_288@gmail.com
578,product_name_578,74.17,5,"Toy, Kids",supplier_289@gmail.com
579,product_name_579,85.79,7,"Toy, Kids",supplier_289@gmail.com
580,product_name_580,12.33,6,Pet Supplies,supplier_290@gmail.com
581,product_name_581,50.3,2,Books,supplier_290@gmail.com
582,product_name_582,54.23,3,Automotive,supplier_291@gmail.com
583,product_name_583,87.64,4,"Food, Grocery",supplier_291@gmail.com
584,product_name_584,58.05,5,"Food, Grocery",supplier_292@gmail.com
585,product_name_585,70.67,1,Computers,supplier_292@gmail.com
586,product_name_586,79.86,6,Computers,supplier_293@gmail.com
587,product_name_587,81.28,4,"Home, Garden",supplier_293@gmail.com
588,product_name_588,88.71,4,Electronics,supplier_294@gmail.com
589,product_name_589,96.88,7,Sports,supplier_294@gmail.com
590,product_name_590,65.62,6,Automotive,supplier_295@gmail.com
591,product_name_591,80.44,3,"Food, Grocery",supplier_295@gmail.com
592,product_name_592,11.74,8,Automotive,supplier_296@gmail.com
593,product_name_593,52.42,3,"Beauty, Health",supplier_296@gmail.com
594,product_name_594,97.65,5,"Food, Grocery",supplier_297@gmail.com
595,product_name_595,78.18,7,"Home, Garden",supplier_297@gmail.com
596,product_name_596,84.07,2,"Home, Garden",supplier_298@gmail.com
597,product_name_597,39.39,6,Entertainments,supplier_298@gmail.com
598,product_name_598,90.93,3,Sports,supplier_299@gmail.com
599,product_name_599,17.34,7,Sports,supplier_299@gmail.com
600,product_name_600,95.77,3,"Beauty, Health",supplier_300@gmail.com
601,product_name_601,90.89,6,Outdoors,supplier_300@gmail.com
602,product_name_602,59.52,3,"Home, Garden",supplier_301@gmail.com
603,product_name_603,96.94,4,Outdoors,supplier_301@gmail.com
604,product_name_604,40.81,1,Entertainments,supplier_302@gmail.com
605,product_name_605,46.0,6,"Beauty, Health",supplier_302@gmail.com
606,product_name_606,60.86,8,Outdoors,supplier_303@gmail.com
607,product_name_607,10.34,4,Electronics,supplier_303@gmail.com
608,product_name_608,80.78,6,Books,supplier_304@gmail.com
609,product_name_609,60.92,5,"Toy, Kids",supplier_304@gmail.com
610,product_name_610,25.87,7,"Food, Grocery",supplier_305@gmail.com
611,product_name_611,94.12,1,"Food, Grocery",supplier_305@gmail.com
612,product_name_612,34.04,6,"Home, Garden",supplier_306@gmail.com
613,product_name_613,76.58,3,Automotive,supplier_306@gmail.com
614,product_name_614,48.2,3,"Toy, Kids",supplier_307@gmail.com
615,product_name_615,47.25,2,"Beauty, Health",supplier_307@gmail.com
616,product_name_616,92.72,7,"Food, Grocery",supplier_308@gmail.com
617,product_name_617,29.87,6,Sports,supplier_308@gmail.com
618,product_name_618,23.95,6,Books,supplier_309@gmail.com
619,product_name_619,34.35,3,"Beauty, Health",supplier_309@gmail.com
620,product_name_620,99.68,9,"Food, Grocery",supplier_310@gmail.com
621,product_name_621,61.16,1,Sports,supplier_310@gmail.com
622,product_name_622,11.05,6,Electronics,supplier_311@gmail.com
623,product_name_623,79.53,3,Books,supplier_311@gmail.com
624,product_name_624,98.12,7,Fashion,supplier_312@gmail.com
625,product_name_625,63.59,2,"Food, Grocery",supplier_312@gmail.com
626,product_name_626,53.03,2,Outdoors,supplier_313@gmail.com
627,product_name_627,81.18,8,Automotive,supplier_313@gmail.com
628,product_name_628,59.78,4,Electronics,supplier_314@gmail.com
629,product_name_629,72.93,9,Sports,supplier_314@gmail.com
630,product_name_630,37.8,4,Outdoors,supplier_315@gmail.com
631,product_name_631,49.58,6,"Beauty, Health",supplier_315@gmail.com
632,product_name_632,16.58,4,Pet Supplies,supplier_316@gmail.com
633,product_name_633,49.72,4,Computers,supplier_316@gmail.com
634,product_name_634,34.13,6,"Toy, Kids",supplier_317@gmail.com
635,product_name_635,66.59,6,Pet Supplies,supplier_317@gmail.com
636,product_name_636,48.9,8,"Home, Garden",supplier_318@gmail.com
637,product_name_637,24.96,5,Sports,supplier_318@gmail.com
638,product_name_638,92.05,4,Outdoors,supplier_319@gmail.com
639,product_name_639,72.56,5,Outdoors,supplier_319@gmail.com
640,product_name_640,29.75,7,"Beauty, Health",supplier_320@gmail.com
641,product_name_641,44.48,3,Outdoors,supplier_320@gmail.com
642,product_name_642,67.19,5,"Food, Grocery",supplier_321@gmail.com
643,product_name_643,57.93,8,Entertainments,supplier_321@gmail.com
644,product_name_644,96.72,9,Fashion,supplier_322@gmail.com
645,product_name_645,65.56,9,Entertainments,supplier_322@gmail.com
646,product_name_646,35.37,1,"Home, Garden",supplier_323@gmail.com
647,product_name_647,85.15,6,Computers,supplier_323@gmail.com
648,product_name_648,25.95,1,Sports,supplier_324@gmail.com
649,product_name_649,33.02,8,Sports,supplier_324@gmail.com
650,product_name_650,99.36,2,Entertainments,supplier_325@gmail.com
651,product_name_651,54.33,2,Computers,supplier_325@gmail.com
652,product_name_652,97.48,6,Sports,supplier_326@gmail.com
653,product_name_653,37.73,6,Automotive,supplier_326@gmail.com
654,product_name_654,14.58,6,"Food, Grocery",supplier_327@gmail.com
655,product_name_655,97.0,8,Automotive,supplier_327@gmail.com
656,product_name_656,97.64,7,"Home, Garden",supplier_328@gmail.com
657,product_name_657,39.83,8,"Beauty, Health",supplier_328@gmail.com
658,product_name_658,29.03,1,"Toy, Kids",supplier_329@gmail.com
659,product_name_659,17.6,8,Automotive,supplier_329@gmail.com
660,product_name_660,17.82,5,"Toy, Kids",supplier_330@gmail.com
661,product_name_661,32.54,2,Computers,supplier_330@gmail.com
662,product_name_662,16.62,9,"Home, Garden",supplier_331@gmail.com
663,product_name_663,50.66,2,"Food, Grocery",supplier_331@gmail.com
664,product_name_664,13.72,3,"Food, Grocery",supplier_332@gmail.com
665,product_name_665,79.32,2,Fashion,supplier_332@gmail.com
666,product_name_666,81.07,5,Entertainments,supplier_333@gmail.com
667,product_name_667,53.53,2,Pet Supplies,supplier_333@gmail.com
668,product_name_668,24.01,5,"Home, Garden",supplier_334@gmail.com
669,product_name_669,11.42,8,Fashion,supplier_334@gmail.com
670,product_name_670,94.06,4,Computers,supplier_335@gmail.com
671,product_name_671,96.0,1,"Toy, Kids",supplier_335@gmail.com
672,product_name_672,78.0,1,"Food, Grocery",supplier_336@gmail.com
673,product_name_673,18.21,6,"Food, Grocery",supplier_336@gmail.com
674,product_name_674,18.66,2,Pet Supplies,supplier_337@gmail.com
675,product_name_675,48.07,7,Outdoors,supplier_337@gmail.com
676,product_name_676,44.93,6,Fashion,supplier_338@gmail.com
677,product_name_677,90.9,8,Outdoors,supplier_338@gmail.com
678,product_name_678,33.05,8,Sports,supplier_339@gmail.com
679,product_name_679,76.87,3,Computers,supplier_339@gmail.com
680,product_name_680,90.25,3,Outdoors,supplier_340@gmail.com
681,product_name_681,80.86,4,Automotive,supplier_340@gmail.com
682,product_name_682,87.09,1,Entertainments,supplier_341@gmail.com
683,product_name_683,20.26,6,"Beauty, Health",supplier_341@gmail.com
684,product_name_684,86.9,8,Sports,supplier_342@gmail.com
685,product_name_685,64.31,5,Entertainments,supplier_342@gmail.com
686,product_name_686,74.59,2,"Home, Garden",supplier_343@gmail.com
687,product_name_687,95.85,7,Books,supplier_343@gmail.com
688,product_name_688,14.27,9,"Beauty, Health",supplier_344@gmail.com
689,product_name_689,86.99,8,Sports,supplier_344@gmail.com
690,product_name_690,32.36,5,Computers,supplier_345@gmail.com
691,product_name_691,51.65,3,Sports,supplier_345@gmail.com
692,product_name_692,10.46,9,Fashion,supplier_346@gmail.com
693,product_name_693,54.17,3,Electronics,supplier_346@gmail.com
694,product_name_694,79.39,5,Fashion,supplier_347@gmail.com
695,product_name_695,62.71,3,Sports,supplier_347@gmail.com
696,product_name_696,52.68,6,"Beauty, Health",supplier_348@gmail.com
697,product_name_697,16.11,4,Sports,supplier_348@gmail.com
698,product_name_698,34.43,9,"Toy, Kids",supplier_349@gmail.com
699,product_name_699,48.97,4,Fashion,supplier_349@gmail.com
700,product_name_700,96.56,4,Automotive,supplier_350@gmail.com
701,product_name_701,85.23,1,Automotive,supplier_350@gmail.com
702,product_name_702,33.85,9,Outdoors,supplier_351@gmail.com
703,product_name_703,38.26,8,Computers,supplier_351@gmail.com
704,product_name_704,20.31,5,"Beauty, Health",supplier_352@gmail.com
705,product_name_705,71.34,4,Entertainments,supplier_352@gmail.com
706,product_name_706,42.75,7,Entertainments,supplier_353@gmail.com
707,product_name_707,83.57,3,Sports,supplier_353@gmail.com
708,product_name_708,87.0,9,Entertainments,supplier_354@gmail.com
709,product_name_709,61.0,1,Books,supplier_354@gmail.com
710,product_name_710,10.44,2,Automotive,supplier_355@gmail.com
711,product_name_711,58.78,2,Electronics,supplier_355@gmail.com
712,product_name_712,57.92,6,"Food, Grocery",supplier_356@gmail.com
713,product_name_713,70.48,6,Outdoors,supplier_356@gmail.com
714,product_name_714,90.29,9,"Home, Garden",supplier_357@gmail.com
715,product_name_715,97.06,9,"Beauty, Health",supplier_357@gmail.com
716,product_name_716,35.65,9,Outdoors,supplier_358@gmail.com
717,product_name_717,22.39,1,Electronics,supplier_358@gmail.com
718,product_name_718,21.45,2,"Toy, Kids",supplier_359@gmail.com
719,product_name_719,45.31,8,Automotive,supplier_359@gmail.com
720,product_name_720,86.84,2,"Food, Grocery",supplier_360@gmail.com
721,product_name_721,14.6,1,Automotive,supplier_360@gmail.com
722,product_name_722,78.65,9,Computers,supplier_361@gmail.com
723,product_name_723,37.52,4,Outdoors,supplier_361@gmail.com
724,product_name_724,39.17,3,"Beauty, Health",supplier_362@gmail.com
725,product_name_725,86.3,9,Entertainments,supplier_362@gmail.com
726,product_name_726,50.45,7,Automotive,supplier_363@gmail.com
727,product_name_727,72.28,4,Outdoors,supplier_363@gmail.com
728,product_name_728,26.52,5,Pet Supplies,supplier_364@gmail.com
729,product_name_729,93.05,2,Sports,supplier_364@gmail.com
730,product_name_730,61.49,1,Smart Home,supplier_365@gmail.com
731,product_name_731,17.88,1,Computers,supplier_365@gmail.com
732,product_name_732,87.01,6,Electronics,supplier_366@gmail.com
733,product_name_733,31.2,8,Fashion,supplier_366@gmail.com
734,product_name_734,60.86,5,Sports,supplier_367@gmail.com
735,product_name_735,56.95,5,Entertainments,supplier_367@gmail.com
736,product_name_736,40.09,8,Automotive,supplier_368@gmail.com
737,product_name_737,99.9,2,Books,supplier_368@gmail.com
738,product_name_738,50.63,1,"Home, Garden",supplier_369@gmail.com
739,product_name_739,33.58,3,"Beauty, Health",supplier_369@gmail.com
740,product_name_740,35.33,4,"Beauty, Health",supplier_370@gmail.com
741,product_name_741,12.64,2,"Home, Garden",supplier_370@gmail.com
742,product_name_742,87.83,1,"Beauty, Health",supplier_371@gmail.com
743,product_name_743,71.86,7,Books,supplier_371@gmail.com
744,product_name_744,85.2,7,Smart Home,supplier_372@gmail.com
745,product_name_745,57.02,7,Sports,supplier_372@gmail.com
746,product_name_746,17.31,9,Outdoors,supplier_373@gmail.com
747,product_name_747,19.98,9,"Home, Garden",supplier_373@gmail.com
748,product_name_748,84.92,4,"Toy, Kids",supplier_374@gmail.com
749,product_name_749,77.53,5,Pet Supplies,supplier_374@gmail.com
750,product_name_750,52.77,4,Entertainments,supplier_375@gmail.com
751,product_name_751,75.62,4,Sports,supplier_375@gmail.com
752,product_name_752,88.73,7,Entertainments,supplier_376@gmail.com
753,product_name_753,27.71,9,Pet Supplies,supplier_376@gmail.com
754,product_name_754,25.53,4,Computers,supplier_377@gmail.com
755,product_name_755,92.39,3,"Toy, Kids",supplier_377@gmail.com
756,product_name_756,59.53,2,"Beauty, Health",supplier_378@gmail.com
757,product_name_757,23.02,8,Outdoors,supplier_378@gmail.com
758,product_name_758,35.01,2,Fashion,supplier_379@gmail.com
759,product_name_759,51.37,9,"Toy, Kids",supplier_379@gmail.com
760,product_name_760,52.08,8,"Food, Grocery",supplier_380@gmail.com
761,product_name_761,35.32,1,"Home, Garden",supplier_380@gmail.com
762,product_name_762,85.8,8,Outdoors,supplier_381@gmail.com
763,product_name_763,50.92,5,"Home, Garden",supplier_381@gmail.com
764,product_name_764,32.61,5,"Toy, Kids",supplier_382@gmail.com
765,product_name_765,27.89,5,Outdoors,supplier_382@gmail.com
766,product_name_766,96.74,9,Pet Supplies,supplier_383@gmail.com
767,product_name_767,78.29,3,Pet Supplies,supplier_383@gmail.com
768,product_name_768,63.09,3,"Toy, Kids",supplier_384@gmail.com
769,product_name_769,74.95,6,Electronics,supplier_384@gmail.com
770,product_name_770,82.61,7,Smart Home,supplier_385@gmail.com
771,product_name_771,37.3,7,Outdoors,supplier_385@gmail.com
772,product_name_772,29.81,3,Entertainments,supplier_386@gmail.com
773,product_name_773,60.75,8,Electronics,supplier_386@gmail.com
774,product_name_774,18.35,7,"Food, Grocery",supplier_387@gmail.com
775,product_name_775,80.63,9,Automotive,supplier_387@gmail.com
776,product_name_776,50.02,5,Smart Home,supplier_388@gmail.com
777,product_name_777,73.57,3,Pet Supplies,supplier_388@gmail.com
778,product_name_778,46.74,1,Computers,supplier_389@gmail.com
779,product_name_779,48.18,2,Sports,supplier_389@gmail.com
780,product_name_780,71.07,5,Computers,supplier_390@gmail.com
781,product_name_781,49.34,2,"Food, Grocery",supplier_390@gmail.com
782,product_name_782,21.29,4,Outdoors,supplier_391@gmail.com
783,product_name_783,71.87,6,Sports,supplier_391@gmail.com
784,product_name_784,36.07,9,Entertainments,supplier_392@gmail.com
785,product_name_785,66.53,5,Sports,supplier_392@gmail.com
786,product_name_786,61.01,6,"Food, Grocery",supplier_393@gmail.com
787,product_name_787,15.52,6,Books,supplier_393@gmail.com
788,product_name_788,39.33,7,"Food, Grocery",supplier_394@gmail.com
789,product_name_789,98.12,2,Entertainments,supplier_394@gmail.com
790,product_name_790,87.79,6,"Beauty, Health",supplier_395@gmail.com
791,product_name_791,98.27,4,Smart Home,supplier_395@gmail.com
792,product_name_792,95.47,2,Pet Supplies,supplier_396@gmail.com
793,product_name_793,61.72,9,"Home, Garden",supplier_396@gmail.com
794,product_name_794,53.79,8,Sports,supplier_397@gmail.com
795,product_name_795,67.84,9,Books,supplier_397@gmail.com
796,product_name_796,54.78,9,Pet Supplies,supplier_398@gmail.com
797,product_name_797,97.1,5,Entertainments,supplier_398@gmail.com
798,product_name_798,26.38,7,Books,supplier_399@gmail.com
799,product_name_799,74.37,3,Sports,supplier_399@gmail.com
800,product_name_800,12.58,8,"Food, Grocery",supplier_400@gmail.com
801,product_name_801,70.94,8,Smart Home,supplier_400@gmail.com
802,product_name_802,76.31,5,Computers,supplier_401@gmail.com
803,product_name_803,52.1,6,"Food, Grocery",supplier_401@gmail.com
804,product_name_804,15.97,3,Computers,supplier_402@gmail.com
805,product_name_805,21.53,6,Electronics,supplier_402@gmail.com
806,product_name_806,34.66,7,Electronics,supplier_403@gmail.com
807,product_name_807,84.67,5,Fashion,supplier_403@gmail.com
808,product_name_808,45.8,4,Automotive,supplier_404@gmail.com
809,product_name_809,55.39,9,"Home, Garden",supplier_404@gmail.com
810,product_name_810,39.05,1,Outdoors,supplier_405@gmail.com
811,product_name_811,74.11,2,Automotive,supplier_405@gmail.com
812,product_name_812,26.04,8,Automotive,supplier_406@gmail.com
813,product_name_813,64.1,6,"Beauty, Health",supplier_406@gmail.com
814,product_name_814,40.49,2,"Toy, Kids",supplier_407@gmail.com
815,product_name_815,97.23,5,Sports,supplier_407@gmail.com
816,product_name_816,99.65,3,"Beauty, Health",supplier_408@gmail.com
817,product_name_817,46.4,3,Books,supplier_408@gmail.com
818,product_name_818,99.05,3,"Beauty, Health",supplier_409@gmail.com
819,product_name_819,14.03,1,Pet Supplies,supplier_409@gmail.com
820,product_name_820,58.3,4,Computers,supplier_410@gmail.com
821,product_name_821,34.03,2,"Toy, Kids",supplier_410@gmail.com
822,product_name_822,69.82,9,Automotive,supplier_411@gmail.com
823,product_name_823,31.58,2,"Food, Grocery",supplier_411@gmail.com
824,product_name_824,19.45,7,Pet Supplies,supplier_412@gmail.com
825,product_name_825,75.24,4,Electronics,supplier_412@gmail.com
826,product_name_826,70.09,9,Electronics,supplier_413@gmail.com
827,product_name_827,24.77,3,Entertainments,supplier_413@gmail.com
828,product_name_828,22.82,1,Smart Home,supplier_414@gmail.com
829,product_name_829,83.82,3,Smart Home,supplier_414@gmail.com
830,product_name_830,30.86,3,Fashion,supplier_415@gmail.com
831,product_name_831,68.05,2,Outdoors,supplier_415@gmail.com
832,product_name_832,48.79,9,Computers,supplier_416@gmail.com
833,product_name_833,90.59,4,Entertainments,supplier_416@gmail.com
834,product_name_834,92.45,6,Books,supplier_417@gmail.com
835,product_name_835,82.78,2,Computers,supplier_417@gmail.com
836,product_name_836,62.26,4,Outdoors,supplier_418@gmail.com
837,product_name_837,68.43,7,Smart Home,supplier_418@gmail.com
838,product_name_838,46.52,6,"Home, Garden",supplier_419@gmail.com
839,product_name_839,47.29,2,Computers,supplier_419@gmail.com
840,product_name_840,65.86,7,"Food, Grocery",supplier_420@gmail.com
841,product_name_841,43.05,9,Automotive,supplier_420@gmail.com
842,product_name_842,49.65,8,"Home, Garden",supplier_421@gmail.com
843,product_name_843,79.06,6,Entertainments,supplier_421@gmail.com
844,product_name_844,57.24,1,Pet Supplies,supplier_422@gmail.com
845,product_name_845,85.81,1,Electronics,supplier_422@gmail.com
846,product_name_846,51.69,4,Computers,supplier_423@gmail.com
847,product_name_847,91.63,8,"Beauty, Health",supplier_423@gmail.com
848,product_name_848,11.69,1,"Beauty, Health",supplier_424@gmail.com
849,product_name_849,56.16,7,Smart Home,supplier_424@gmail.com
850,product_name_850,62.15,4,Pet Supplies,supplier_425@gmail.com
851,product_name_851,51.91,8,"Beauty, Health",supplier_425@gmail.com
852,product_name_852,77.14,6,Automotive,supplier_426@gmail.com
853,product_name_853,80.96,1,Automotive,supplier_426@gmail.com
854,product_name_854,69.13,4,Sports,supplier_427@gmail.com
855,product_name_855,82.42,7,Outdoors,supplier_427@gmail.com
856,product_name_856,14.75,5,Pet Supplies,supplier_428@gmail.com
857,product_name_857,75.59,2,Sports,supplier_428@gmail.com
858,product_name_858,13.58,3,Electronics,supplier_429@gmail.com
859,product_name_859,25.59,7,Smart Home,supplier_429@gmail.com
860,product_name_860,97.98,8,Automotive,supplier_430@gmail.com
861,product_name_861,90.87,7,Entertainments,supplier_430@gmail.com
862,product_name_862,24.44,7,Outdoors,supplier_431@gmail.com
863,product_name_863,88.55,5,Entertainments,supplier_431@gmail.com
864,product_name_864,97.1,1,Automotive,supplier_432@gmail.com
